roomsCount,price,address,tel,underground,undergroundTime,deposit,comission,prepay,total_area,living_area,kitchen_area,floor,build_year,lng,lat,description,link
1-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Верхние Печеры, Казанское ш., 17",tel:+79587294418,Горьковская,,Залог 7 000 ₽,комиссия 60%,предоплата за 1 месяц,35 м²,"17,5 м²",9 м²,3 из 10,1991,44.073046,56.288566,"Сдается чистая, уютная квартира рядом с торговым центром ""Индиго"" на длительный срок. В квартире есть все необходимое для проживания: пары или одного человека. Двуспальная кровать, холодильник, телевизор, стиральная машина новая (полуавтомат), кладовка (гардеробная) для одежды. Большая кухня с обеденной зоной. Санузел в кафеле. Лоджия. Коммунальные платежи оплачивает наймодатель. Счетчики - арендаторы. Прекрасная хозяйка. Стоимость арендной платы ниже рыночной на 22% цены согласно данным ЦИАН.",https://nn.cian.ru/rent/flat/257341914/
2-комн,11 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. 6, Южное ш., 20",tel:+79587299454,Парк культуры,31 мин. пешком,Без залога,комиссия 50%,предоплата за 1 месяц,44 м²,29 м²,6 м²,4 из 5,1967,43.860405,56.224422,"Сдаю 2-х.комн.кв.Южное шоссе,рядом рынок""Народный"",с мебелью,бытовой техникой,чистая,уютная.11000+коммунальные платежи(около4000руб).Долгосрочная аренда.",https://nn.cian.ru/rent/flat/243716906/
1-комн,12 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Двигатель Революции, просп. Ленина, 40",tel:+79918991567,Заречная,1 мин. пешком,Залог 10 000 ₽,без комиссии,предоплата за 1 месяц,32 м²,18 м²,5 м²,4 из 5,1962,43.927177,56.28325,"Однокомнатная квартира , косметический ремонт, мебель в комнате частично , без балкона, стиральная машина присутствует.Хорошая транспортная развязка . Сдаю на длительный срок , предпочтение русской семейной паре  без вредных привычек , без животных.",https://nn.cian.ru/rent/flat/251023894/
3-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Кузнечиха, ул. Ванеева, 116",tel:+79587282023,,,Без залога,без комиссии,предоплата за 1 месяц,67 м²,50 м²,9 м²,8 из 9,1979,44.041542,56.281356,"Сдаю квартиру 3 комн. Ванеева 116 корп.1, 8/9 панель дома, 67/50/9, лоджия и балкон застеклены, желез.дверь, тамбур с решеткой, ТСЖ, квартплата 4800 руб., без мебели, паркетная доска, кухня- столовая, окна во двор,",https://nn.cian.ru/rent/flat/257484320/
2-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Светлоярский, ул. Станиславского, 35",tel:+79918992909,,,Залог 5 000 ₽,без комиссии,предоплата за 1 месяц,44 м²,29 м²,5 м²,1 из 4,1961,43.833106,56.355435,"Сдам на длительный срок квартиру от хозяина, всё необходимое для проживания есть. Квартира чистая, сделан косметический ремонт.  Есть транспорт альтернатива помимо автобуса электричка до Московского вокзала, а также на Дубравную, станцию Кустариха, можно доехать на электричке за 15 -20 минут. Показывать могу вечером после 19.00, счётчики оплачиваются отдельно.",https://nn.cian.ru/rent/flat/250836550/
2-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, ул. Героя Шапошникова, 12",tel:+79587280696,,,Без залога,комиссия 40%,предоплата за 1 месяц,"49,1 м²","31,2 м²","6,6 м²",1 из 2,1958,43.97989,56.249482,"Сдаётся хорошая двушка, на длительный срок, изолированные комнаты с мебелью, есть холодильник, телевизор по желанию. звоните отвечу на все вопросы.",https://nn.cian.ru/rent/flat/254607534/
1-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Нагорный, ул. Ванеева, 82",tel:+79587290658,Горьковская,6 мин. на транспорте,Залог 5 000 ₽,без комиссии,предоплата за 1 месяц,31 м²,"19,4 м²","5,5 м²",4 из 5,1966,44.033942,56.299181,"Предлагается в аренду на длительный срок 1-комнатная квартира с изолированной спальней с выходом на балкон и залом!!!
 В Советском районе на улице Ванеева, д.82. ( рядом пл. Советская, ТЦ Жар птица).  
 Квартира сдается впервые после косметического ремонта!

  Квартира площадью 31/19,4/5,5 кв.м. на 4 этаже 5 этажного дома, балкон застеклен. Удачная планировка: отдельная спальня с выходом на балкон и зал. 

 Из мебели и техники имеется: кухонный гарнитур, стол, стулья, холодильник, шкаф, кровать, диван, телевизор, кондиционер, стиральная машина. Если будет необходимость в дополнительной мебели, готовы обсудить по запросу.

    Стоимость аренды 15 тыс.руб в месяц.  Коммунальные платежи включены, счетчики оплачиваются дополнительно.Оплата после заселения.

Отличная инфраструктура. Рядом ТЦ Жар-Птица, рынок, фитнес клуб, школы, садики, площадь Советская,улицы Бориса Корнилова, Бринского, Генерала Ивлиева, Богородского, Бекетова,Панина, Республиканская. 
 
Удобная транспортная развязка. По периметру 4 остановки общ. транспорта: Лапшиха - трамвайное кольцо; ост. Надежды Сусловой в направлениях: мкр. Верхние Печеры, Родионова; мкр. Кузнечиха, Академика Сахарова, в направлении до центра города 15 минут, до пл.Советской 1 мин пешком.

Показ в удобное для вас время! Звоните сейчас!",https://nn.cian.ru/rent/flat/257174402/
2-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. Володарский, ул. Ногина, 7",tel:+79587280309,Буревестник,<1 мин. на транспорте,Залог 5 000 ₽,без комиссии,предоплата за 1 месяц,"40,5 м²",27 м²,"5,5 м²",5 из 5,1971,43.848736,56.360173,"Сдаётся 2-х комнатная квартира, желательно семейной паре на долгий срок. В квартире имеется 2-х спальный диван, кровать, большой угловой шкаф, два маленьких телевизора, кухня полностью оборудована, санузел раздельный, в прихожей имеется шкаф. Квартира светлая, чистая, теплая, балкон застеклен. Рядом остановка, садик и школа. Оплата 15000 в месяц + свет, газ и интернет-кабельное отдельно.",https://nn.cian.ru/rent/flat/245070617/
1-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Мончегорский, ул. Мончегорская, 12к3",tel:+79587287496,Парк культуры,32 мин. пешком,Залог 5 000 ₽,без комиссии,предоплата за 1 месяц,35 м²,,,1 из 10,,43.826611,56.230577,"Сдаётся светлaя 1-комнатная квартирa в жк мончегория дом 12к3 с cвeжим pемoнтoм в панельном  дoме. Депозита нeт! Koммунальныe плaтежи включeны в apендную плату. Kвaртира оснащена  всей необxодимoй мeбелью и бытoвой тeхникой. Есть плита, стирaльная машина, чайник, утюг и хoлодильник стол стулья комод. Окна выходят на парковку.  Можно с кошкой и рыбками в аквариуме.В 2 минутах пешком  остановка общественного транспорта, доехать можно в любую точку города. Около дома есть бесплатная парковка и детская площадка. Дом расположен в районе с развитой инфраструктурой, в пешей доступности находятся: школа, детский сад, продуктовые супермаркеты, стоматология, аптеки, кафе. 100% собственник все вопросы в личку, цена вопроса 15000тр всё включено.",https://nn.cian.ru/rent/flat/250365870/
2-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Московский, мкр. Бурнаковский, ул. Куйбышева, 1",tel:+79918990807,Бурнаковская,<1 мин. пешком,Без залога,комиссия 67%,предоплата за 1 месяц,43 м²,30 м²,6 м²,3 из 5,1960,43.913729,56.326343,"состояние квартиры жилое, комнаты смежные, санузел совмещенный, колонка, балкон, остановка ""Бурнаковская"", до метро 2 минуты пешком.",https://nn.cian.ru/rent/flat/252812140/
1-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Кузнечиха, бул. 60-летия Октября, 5А",tel:+79587283257,,,Залог 15 000 ₽,без комиссии,предоплата за 1 месяц,"41,6 м²",17 м²,10 м²,1 из 19,2015,44.042162,56.286298,Квартира сдается от собственника. Отдельно оплачиваются свет и вода по счетчикам.,https://nn.cian.ru/rent/flat/256361991/
1-комн,12 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Верхние Печеры, Казанское ш., 10",tel:+79918995668,,,Залог 5 000 ₽,без комиссии,предоплата за 1 месяц,35 м²,18 м²,9 м²,3 из 10,1997,44.07963,56.284944,"Квартира с косметическим ремонтом , частично мебель в зале, кухонный гарнитур , раздельный санузел , ванна в плитке , арендная плата 15000 плюс электроэнергия , без залога",https://nn.cian.ru/rent/flat/256296835/
2-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Московский, мкр. Орджоникидзе, ул. Черняховского, 15",tel:+79918994143,,,Без залога,без комиссии,предоплата за 1 месяц,45 м²,,,1 из 5,1963,43.844883,56.338604,"Квартира чистая, укомплектованная, с мебелью.
От хозяев",https://nn.cian.ru/rent/flat/256062172/
1-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Мещерское озеро, ул. Сергея Акимова, 34",tel:+79587298658,Бурнаковская,4 мин. на транспорте,Залог 5 000 ₽,без комиссии,предоплата за 1 месяц,34 м²,19 м²,"8,5 м²",1 из 14,1991,43.926216,56.343254,"Сдаю однокомнатную квартиру от хозяина. Имеется стиральная машина, холодильник, телевизор, микроволновая печь. На длительный срок. Оплата аренды 15 000 р/мес + за электроэнергию по счётчику.",https://nn.cian.ru/rent/flat/256045439/
2-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Мончегорский, ул. Мончегорская, 31",tel:+79918998871,Парк культуры,4 мин. на транспорте,Залог 15 000 ₽,без комиссии,предоплата за 1 месяц,42 м²,26 м²,7 м²,8 из 9,1982,43.825479,56.235886,"Квартира тёплая, отличные соседи, мебель, стиральная,машина, холодильник и т.д. заезжай и живи, только русским, квартира свободна . рядом школы, ФОК, садики, магазины. . Собственник",https://nn.cian.ru/rent/flat/255164653/
1-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Нагорный, ул. Ванеева, 108",tel:+79587294572,,,Залог 7 000 ₽,без комиссии,предоплата за 1 месяц,31 м²,18 м²,6 м²,1 из 5,1965,44.037284,56.290914,"Сдам квартиру на длительный срок. Собственник, не агентство(без комиссии). Залог 7000 рублей. Плата 15000+ Эл. Энергия по счетчику. Без",https://nn.cian.ru/rent/flat/255697503/
1-комн,12 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, ул. Бориса Видяева, 15",tel:+79587280984,,,Без залога,комиссия 60%,предоплата за 1 месяц,35 м²,"16,5 м²","8,5 м²",1 из 10,,43.821805,56.208825,"Квартира от агента.
Квартира новая, в живописном месте Автозаводского района.
Сдается впервые, на долгий срок.
Техника, мебель. Счетчики на воду и свет.
Без животных.
Фото реальные.
12000+ком. платежи (около 3000 руб.)",https://nn.cian.ru/rent/flat/255266462/
2-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Ярмарка, Ярмарочный проезд, 7",tel:+79587291345,Канавинская,3 мин. на транспорте,Залог 10 000 ₽,комиссия 30%,предоплата за 1 месяц,32 м²,22 м²,5 м²,4 из 5,1961,43.956678,56.330595,На длительный срок. Удобное месторасположение.,https://nn.cian.ru/rent/flat/255140914/
2-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Кузнечиха, ул. Героя Быкова, 4",tel:+79587292173,,,Без залога,комиссия 50%,предоплата за 1 месяц,50 м²,34 м²,6 м²,1 из 6,2003,44.051208,56.288116,"2-комнатная квартира на ул.Героя Быкова, 1/5 пан. (этаж высокий, квартира теплая, пол - дубовый паркет, окна на разные стороны - на улицу и во двор). Комнаты изолированные, санузел раздельный. Вся необходимая бытовая техника и мебель. Просторная по площади (60 метров). 15000 руб. Строго для славян. От агентства. Комиссия - 50% (оплата на месте, при заключении договора с хозяйкой).",https://nn.cian.ru/rent/flat/244066931/
2-комн,11 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Северный, ул. Пермякова, 8",tel:+79918997585,Кировская,6 мин. на транспорте,Без залога,без комиссии,предоплата за 1 месяц,42 м²,30 м²,6 м²,2 из 9,1980,43.865984,56.267587,"сдаю двухкомнатную квартиру ,вся мебель для проживания есть",https://nn.cian.ru/rent/flat/257929741/
1-комн,12 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Молитовка, ул. Адмирала Макарова, 6к4",tel:+79918998030,Заречная,18 мин. пешком,Залог 1 000 ₽,комиссия 65%,предоплата за 1 месяц,37 м²,18 м²,7 м²,8 из 9,1981,43.947847,56.285823,"Сдается уютная светлая 1 комнатная квартира, с необходимой мебелью и бытовой техникой. Оперативный показ, заселение с 01.06. Отличная инфраструктура, транспортная развязка.Фото реальное.",https://nn.cian.ru/rent/flat/257631629/
2-комн,11 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Центр, ул. Заломова, 7",tel:+79587296579,Московская,6 мин. на транспорте,Залог 1 000 ₽,комиссия 30%,предоплата за 1 месяц,39 м²,24 м²,"7,5 м²",7 из 9,1963,43.980753,56.320857,Сдам двухкомнатную квартиру в тихом центре. Комнаты изолированные. Для порядочных людей.,https://nn.cian.ru/rent/flat/257543139/
1-комн,16 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, ул. Александра Хохлова, 1",tel:+79587281775,,,Залог 8 000 ₽,без комиссии,предоплата за 1 месяц,42 м²,20 м²,10 м²,2 из 10,2007,44.069551,56.303731,"Сдаю 1-комнатную квартиру 42 кв.м, на длительный срок, от собственника, в кирпичном доме, рядом с ТРЦ ""Фантастика"". Светлая, тёплая, уютная квартира, с мебелью и бытовой техникой, санузел совмещённый в плитке. Вся инфраструктура в шаговой доступности, 16000 руб. Коммунальные платежи включены, кроме счётчиков. Страховой взнос 8000 руб.",https://nn.cian.ru/rent/flat/225509073/
1-комн,16 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Гордеевский, Московское ш., 27А",tel:+79587293859,Канавинская,7 мин. пешком,Залог 10 000 ₽,без комиссии,предоплата за 1 месяц,36 м²,18 м²,6 м²,19 из 20,2014,43.930447,56.323627,"Сдается 1 комнатная квартира. новая, Есть: микроволновка, холодильник, стиральная машина, письменный стол.Тихие соседи, хорошая транспортная развязка.",https://nn.cian.ru/rent/flat/255992685/
2-комн,16 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Ленинский, мкр. Молитовка, Заречный бул., 7к1",tel:+79587288621,Двигатель Революции,4 мин. на транспорте,Залог 15 000 ₽,без комиссии,предоплата за 1 месяц,52 м²,30 м²,7 м²,6 из 9,1984,43.942979,56.282395,"Cдaeтcя тeплая, уютная, просторнaя кваpтирa с мeбелью и бытoвой техникoй нa длитeльный cpок. Всe для пpоживaния имeeтся: стиральная машина, холодильник, пылесос, микроволновка, телевизор. Две 1,5 спальние кровати и диван. Большая лоджия. Xoроший этaж, лифт. Пoдъeзд чиcтый. Тиxий, спальный район с хорошо развитой инфраструктурой и близостью транспорта. Метро, автобус 10-15 минут, трамвай приблизительно 3 минуты. Отдельно оплачиваются коммунальные услуги (вода, электричество по счетчику.) Залог можно разделить на два платежа . Строго для граждан РФ, можно со взрослым ребёнком.  Без животных.
Если не отвечу на звонок, то пишите сообщения.",https://nn.cian.ru/rent/flat/250849912/
1-комн,16 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Сортировочный, ул. Лесной городок, 5",tel:+79918993735,,,Без залога,без комиссии,предоплата за 1 месяц,49 м²,38 м²,9 м²,10 из 14,1997,43.840687,56.305764,"Сдаю 1-комнатную квартиру от ХОЗЯИНА.
Расположение дома рядом Московское шоссе ,ул. Лесной городок, пер. Камчатский, ул. Болотникова, 
ул.Вязниковского.
Дом расположен рядом с зеленой зоной.
Хорошая транспортная развязка. 
Расположение остановки общественного транспорта в 5 минутах от дома.
Аренда 16000 рублей+счетчики.",https://nn.cian.ru/rent/flat/251901765/
1-комн,16 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Тобольские казармы, ул. Бекетова, 1А",tel:+79587285807,Горьковская,34 мин. пешком,Без залога,без комиссии,предоплата за 1 месяц,"31,4 м²",19 м²,,4 из 4,1961,43.984651,56.291254,"Квартира с хорошим качественным ремонтом из современных материалов, общей площадью 31,4 (жилая 19; кухня 7,0); санузел совмещённый в плитке. В зале натяжной потолок белого цвета, имеется необходимая мебель (диван, шкаф, комод, стол); на кухне гарнитур, стиральная машина, холодильник, стол. Балкон застеклен, окна во двор. Вся инфраструктура в пешей доступности, хорошая транспортная развязка во все районы города. Аренда 16 тысяч в месяц плюс свет.",https://nn.cian.ru/rent/flat/257165428/
2-комн,16 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Мончегорский, Красноуральская ул., 5А",tel:+79587292457,,,Без залога,без комиссии,предоплата за 1 месяц,70 м²,,,3 из 10,1993,43.825686,56.237862,"Сдаётся трехкомнатная квартира (одна комната закрыта), сроком на три/четыре месяца.",https://nn.cian.ru/rent/flat/233481189/
1-комн,13 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Мончегорский, Космическая ул., 51",tel:+79587287506,Парк культуры,5 мин. на транспорте,Без залога,без комиссии,предоплата за 1 месяц,35 м²,19 м²,9 м²,3 из 15,2013,43.820394,56.230002,"Сдаю 1-комнатную квартиру на длительный срок. Рядом маршрутно-транспортная развязка. В доме на 1-м этаже размещены супермаркет Пятерочка и отделение Сбербанка. В квартире на полу линолеум. В комнатах имеются светильники, на окнах карнизы. В кухне: кухонный гарнитур, обеденный стол, табуреты, и новая электроплита. Санузел совмещенный, отделан плиткой. В коридоре имеется прихожая с зеркалом.",https://nn.cian.ru/rent/flat/239090472/
1-комн,16 500 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Гордеевский, Московское ш., 29А",tel:+79918993634,Канавинская,7 мин. пешком,Без залога,без комиссии,предоплата за 1 месяц,33 м²,,,1 из 20,2017,43.930609,56.323053,Сдается чистая и уютная квартира. От собственника. Предпочтительнее семейной паре без детей и животных.,https://nn.cian.ru/rent/flat/241150487/
1-комн,16 500 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Цветы, ул. академика Сахарова, 105к2",tel:+79918992040,,,Залог 16 500 ₽,без комиссии,предоплата за 1 месяц,41 м²,23 м²,10 м²,14 из 17,2015,44.019749,56.264062,"Сдается в аренду на долгий срок, 1а комнатная квартира с хорошим ремонтом . В современном жилом комплексе Цветы, вокруг есть все необходимое для жизни. Видеонаблюдение в подъезде и по периметру дома. Почти все новое. Очень теплая(теплые полы). В квартире есть абсолютно все для комфортного проживания(мебель,бытовая техника,даже утюг,пылесос,микроволновка, чайник и посуда ). Стоимость 16500 руб+ВСЯ КОМУНАЛКА . ЗАЛОГ 16500 руб, который возвращается при выселении. Все условия пропишем в договоре. Сдается для семейной пары или одного человека.Славянам, не моложе 22 лет. Строго без животных.Курить нельзя(в том числе на лоджии). С детьми по договоренности. Все фото реальные, квартира именно так и выглядит. Я собственник, поэтому, никаких комиссий платить не надо. Агентов, риэлторов, и прочих ""помогаторов"" просьба не беспокоить. Торга нет.",https://nn.cian.ru/rent/flat/248805443/
2-комн,12 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Автозаводский, мкр. Соцгород, ул. Строкина, 8",tel:+79918996469,Парк культуры,4 мин. на транспорте,Без залога,комиссия 50%,предоплата за 1 месяц,50 м²,28 м²,9 м²,3 из 9,1979,43.852078,56.264312,"Сдаётся 2-х комнатная квартира, улучш.план.,мебель частично, стир. машины нет. 12 000 рублей + кварт.плата. От агентства. Квартира сдаётся только русским.",https://nn.cian.ru/rent/flat/225965223/
2-комн,17 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Дубенки, Анкудиновское ш., 32",tel:+79587284395,,,Без залога,комиссия 70%,предоплата за 1 месяц,46 м²,,,4 из 5,1978,44.001773,56.263037,"Сдается 2-комн.квартира Впервые. Мебель и бытовая техника в наличии. Комнаты изолированные. Балкон застеклен. Рядом МВД -Академии,  можно студентам. Фото реальное.",https://nn.cian.ru/rent/flat/257739269/
1-комн,17 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Дубенки, ул. 40 лет Октября, 15к3",tel:+79587291140,,,Залог 17 000 ₽,без комиссии,предоплата за 1 месяц,41 м²,19 м²,10 м²,7 из 17,,43.982819,56.259618,"Сдается 1 комнатная кв. на длительный срок с июня порядочным и аккуратным людям. Оплата 17000+ квитанция полностью (зимой 3200р., летом 2400р.)",https://nn.cian.ru/rent/flat/253578292/
1-комн,16 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. проспект Гагарина, ул. Пушкина, 11",tel:+79587292169,Горьковская,15 мин. пешком,Залог 5 000 ₽,без комиссии,предоплата за 1 месяц,36 м²,,,2 из 5,1971,43.989152,56.305129,"сдам квартиру в хорошем состояние 
От хозяина 
Из техники холодильник ,газовая плита.
Что пожелаете то и ставьте.
Есть балкон 
Самая удобная развязка ,уедешь куда хочешь :)",https://nn.cian.ru/rent/flat/214638730/
2-комн,17 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Ленгородок, Украинская ул., 48",tel:+79587261652,Ленинская,19 мин. пешком,Без залога,комиссия 50%,предоплата за 2 месяца,56 м²,31 м²,10 м²,12 из 21,2016,43.924042,56.303591,"Сдам квартиру на длительный срок. Фотографии реальные.Комнаты изолированные друг от друга на разные стороны квартиры. Из бытовой техники имеется: холодильник, стиральная машинка, микроволновая печь, телевизор. Спальные места: полутора спальная кровать и кресло-кровать. Ближайшие улицы: Комсомольское шоссе, Проспект Ленина.",https://nn.cian.ru/rent/flat/257988317/
2-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Кузнечиха, ул. Мечтателей, 4",tel:+79587296356,,,Без залога,комиссия 70%,предоплата за 1 месяц,64 м²,29 м²,15 м²,17 из 18,2020,44.045908,56.27276,"Сдаётся квартира от агенства на длительный срок. Новый спальный микрорайон ЖК ""Новая Кузнечиха"". Улица Мечтателей, дом 4, семнадцатый этаж нового 18-этажного дома. В квартире есть спальные места, холодильник, стиральная машина. Застекленная лоджия, есть лифт. Вариант дополнительной комплектации обсуждается. Стоимость аренды- 15000 рублей. Отдельно оплачиваются коммунальные платежи. Фото реальные. Комиссия 10000 рублей по факту заселения и получения ключей. Не информагенство.",https://nn.cian.ru/rent/flat/247396603/
2-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Сормовский, мкр. 5-6-7 Сормова, ул. Героев космоса, 42",tel:+79587290831,,,Без залога,без комиссии,предоплата за 1 месяц,"57,3 м²",36 м²,"5,7 м²",4 из 5,1972,43.815678,56.359808,"Квартира теплая. солнечная, холодильник, стир.машинка Волна, посуда, диван кровать, 2 телевизора. В шаговой доступности магазины, парк, школы, садики, отличная транспортная развязка",https://nn.cian.ru/rent/flat/245601777/
1-комн,13 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Канавинский, мкр. Ленгородок, ул. Искры, 11А",tel:+79918996988,Ленинская,8 мин. пешком,Залог 6 000 ₽,без комиссии,предоплата за 1 месяц,38 м²,19 м²,9 м²,5 из 10,1999,43.935199,56.303691,"Сдаю 1-ую квартиру. В квартире: диван, ТВ, кондиционер; кухонный гарнитур, микроволновка, холодильник, плита с духовкой, кран с чистой питьевой водой на кухне; утепленная лоджия с ковролином, вместительная кладовка. В санузле чистый ремонт и чистая сантехника, стир.машина. Квартира расположена в удобном месте: рядом парк 1мая, 2 станции метро, трамвай, маршрутки, вся инфраструктура. Окна выходят на солнечную сторону во двор. На длительный срок!!! 13тыс руб+комм.услуги(~4тыс). Неплатежеспособным просьба не беспокоить!",https://nn.cian.ru/rent/flat/181415731/
2-комн,14 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Советский, мкр. Нагорный, ул. Адмирала Васюнина, 4к1",tel:+79587291665,,,,,,44 м²,30 м²,,2 из 5,1967,44.038218,56.297798,"рядом Советская площадь,комнаты изолированные,14000 плюс квартплата 3000",https://nn.cian.ru/rent/flat/254960278/
1-комн,15 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, ул. 40 лет Победы, 19",tel:+79918993536,,,Залог 10 000 ₽,без комиссии,предоплата за 1 месяц,"31,3 м²",16 м²,9 м²,4 из 10,2012,43.953049,56.223807,"Сдаётся квартира от хозяина  в новом доме,добросовестным съёмщикам на длительный срок. Квартира полностью укомплектована мебелью и бытовой техникой, сделан хороший ремонт. Во дворе детские площадки, много парковочных мест, автобусная остановка и магазин в шаговой доступности. 
Арендная плата + счетчики. 
Без домашних животных. Агентов просьба не беспокоить!",https://nn.cian.ru/rent/flat/256043887/
2-комн,17 500 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Нижегородский, мкр. Верхние Печеры, ул. Богдановича, 6к1",tel:+79587287551,,,Залог 5 000 ₽,комиссия 50%,предоплата за 1 месяц,75 м²,36 м²,12 м²,11 из 17,2012,44.070548,56.283884,"Сдам в аренду 2-х комнатную, просторную, современной планировки квартиру, 11/19 этажного монолитного дома, с отличным видом на разные стороны, 3 лоджии, 2 лифта (грузовой и пассажирский),  в шаговой доступности конечная остановка общественного транспорта, средняя школа 103, детские сады, рынок ""Верхне Печерский"", ТЦ ""Индиго"". Оплата помесячная, для русской семьи, без животных.",https://nn.cian.ru/rent/flat/226029036/
1-комн,18 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Приокский, мкр. Щербинки, Щербинки-1 микрорайон, 14к1",tel:+79587280255,,,Залог 9 000 ₽,комиссия 70%,предоплата за 1 месяц,45 м²,18 м²,"11,5 м²",3 из 10,2013,43.967988,56.238977,"Сдаю 1 комн. квартиру в новом доме с мебелью и бытовой техникой. Квартира современная, чистая, уютная, светлая, солнечная, с отличным ремонтом. Зимой очень теплая. Рядом школы, детские сады, магазины, Приокский рынок. Остановка по пр. Гагарина - Маршала Жукова. Показ в любое удобное для вас время.",https://nn.cian.ru/rent/flat/257513658/
2-комн,18 000 ₽/мес.,"Нижегородская область, Нижний Новгород, р-н Московский, мкр. Бурнаковский, Народная ул., 32",tel:+79587285569,Буревестник,5 мин. на транспорте,Без залога,комиссия 50%,предоплата за 1 месяц,55 м²,35 м²,10 м²,8 из 10,1997,43.914718,56.338015,"Вы нашли, то что так долго искали!

На ул. Народная сдается двухкомнатная квартира!

Квартира подходит людям с детьми или просто семейной паре. Планировка квартиры удобная: просторная прихожая с вместительными встроенными шкафами, две большие комнаты (в одной из них утепленная лоджия, которую можно использовать, как рабочий кабинет в любое время года) и кухня, в которой будете принимать гостей.

Квартира очень теплая! Вязанные носочки зимой Вам не пригодятся)

Рядом с домом много парковочных мест, проблем с поиском места для авто не будет.

В квартире есть все для комфортного проживания, можно сразу заехать и жить!

Развитая инфраструктура: школа, детский сад, магазины, детская площадка и отличное транспортное сообщение. Недалеко находится Мещерское озеро. 
Сейчас самое время загорать и купаться!

Квартира сдается порядочным и платежеспособным людям на длительный срок.
В стоимость уже входят коммунальные платежи,  Вам оплачивать только расходы по счетчикам.

Звоните!
С удовольствием покажем!",https://nn.cian.ru/rent/flat/257652010/
